AHJID,AHJ,State
10455,Connecticut Department of Energy and Environmental Protection (DEEP)- DEEP Inland Water Resources,CT
10456,Connecticut Department of Energy and Environmental Protection (DEEP) - Waste Engineering and Enforcement Division,CT
10457,Connecticut Siting Council,CT
10458,Connecticut State Historical Preservation Office (SHPO),CT
10459,New York State Department of Environmental Conservation (NYSDEC),NY
10460,New York Applicable Lead Agency (Varies),NY
10461,New York PSC Board of Electrical Generation Siting,NY
10462,New York State Historical Preservation Office (SHPO),NY
10468,Maryland Department of the Environment (MDE),MD
10469,Maryland Department of the Environment (MDE) - Solid Waste Program and Local County Governments,MD
10470,Maryland Public Service Commission (PSC),MD
10471,Maryland State Historical Preservation Office (SHPO) - Maryland Historical Trust (MHT),MD
10472,Maryland Department of Natural Resources (DNR),MD
10473,Maryland Local Soil Conservation District,MD
10474,Texas Commission on Environmental Quality (TCEQ),TX
10475,Texas  Parks and Wildlife Department (TPWD)- Nongame and Rare Species Program:,TX
10476,Texas State Historical Preservation Office (SHPO) – Texas Historical Commission,TX
10477,Arizona Department of Environmental Quality (ADEQ),AZ
10478,Arizona Game and Fish Department,AZ
10479,Arizona Department of Agriculture (ADOA),AZ
10484,Strasburg Township,PA
10485,Loudon Town,NH
10486,Exeter Town,RI
10487,Guilford Town,VT
10488,Langhorne Manor Borough,PA
10489,New Hartford Town,NY
10490,Comisión Federal de Electricidad,
10491,Upland Borough,PA
10492,Somersworth City,NH
10493,Halifax Town,VT
10494,Newbury Town,NH
10495,Pittsford Town,VT
10496,Warner Town,NH
10497,Lancaster Township,PA
10498,Terre Hill Borough,PA
10499,Vergennes City,VT
10500,Farmington Town,NH
10501,Bridgeport Borough,PA
10502,West Rockhill Township,PA
10503,Washington Township - Lehigh County,PA
10504,Highland Township,PA
10505,Weatherford City,TX
10506,North Bennington village,VT
10507,Kirkland Town,NY
10508,Strafford Town,NH
10509,Addison Town,VT
10510,Floyd Town,NY
10511,Kennett Square Borough,PA
10512,Lititz Borough,PA
10513,Headquarters - MX,ME
10514,Los Cabos Warehouse,BC
10515,Tlalpan Warehouse,ME
10516,Waterbury Town,VT
10519,Franklin City,NH
10520,Trenton Town,NY
10521,Holland Patent village,NY
10522,Brattleboro Town,VT
10523,Swanton Town,VT
10524,Tijeras village,NM
10526,Pittsfield Town,NH
10527,Laconia City,NH
10528,North Hero Town,VT
10529,Sunderland Town,VT
10530,Eden Township,PA
10531,Robesonia Borough,PA
10532,Endicott village,CA
10533,Dublin Borough,PA
10534,Grand Isle Town,VT
10535,Navarro County,TX
10536,Westford Town,VT
10537,Panton Town,VT
10538,Spring Lake Heights Borough,NJ
10539,Richmond Town,NH
10540,Underhill Town,VT
10541,Barre Town,VT
10543,Nelsonville village,NY
10544,Yorkville village,NY
10545,East Allen Township,PA
10546,Antrim Town,NH
10547,Birmingham Township,PA
10548,Upper Leacock Township,PA
10549,Frankfort Town,NY
10550,Brandon Town,VT
10551,Los Angeles City,NY
10553,Barre City,VT
10554,Allegany County,NY
10555,Beach Township,CO
10556,Marcy Town,NY
10557,Alford Town,MA
10558,Whitesboro village,NY
10559,Woodford Town,VT
10561,Boscawen Town,NH
10563,Providence Township -- Lancaster County,PA
10564,Grantham Town,NH
10565,Madbury Town,NH
10566,Rutland Town,VT
10567,Elk Township -- Gloucester County,NJ
10568,Sharpsburg Town,MD
10569,New Britain Borough,PA
10570,Epsom Town,NH
10571,Mill Neck village,NY
10572,Martin's Additions village,MD
10573,Harrisville Town,NH
10574,Columbia Town,NY
10576,Washington D.C. Warehouse,
10577,Vacaville Warehouse,CA
10578,Deering Town,NH
10579,Lansdale Borough,PA
10580,Franklin Town,NY
10582,Lebanon City,NH
10583,Northwood Town,NH
10584,Surf City Borough,NJ
10585,Paris Town,NY
10586,Red Hill Borough,PA
10587,Rochester,MN
10588,Newfane Town,VT
10589,Chesterfield Town,NH
10590,Chevy Chase View Town,MD
10591,Cambridge Town,VT
10592,Huntington Town,VT
10593,Tilton Town,NH
10594,Webster Town,NH
10595,Middlesex Borough,MA
10596,Fletcher Town,VT
10597,North Coventry Township,PA
10598,Rutland City,VT
10599,Canterbury Town,NH
10600,Salisbury Town,NH
10601,Arlington Town,VT
10602,Northfield Town,NH
10603,West Cocalico Township,PA
10604,Millersville Borough,PA
10605,Highgate Town,VT
10607,Beach Haven Borough,NJ
10608,Bradford Town,NH
10609,Litchfield Town,NY
10610,Manchester village,VT
10611,Sanbornton Town,NH
10612,Ephrata Township,PA
10613,Hinsdale Town,NH
10614,Waterbury village,VT
10615,Pownal Town,VT
10616,Vernon Town,VT
10617,Fawn Grove Borough,PA
10618,Whitestown Town,NY
10619,South River Borough,NJ
10620,Westford Town,NY
10621,Tinicum Township - Delaware County,PA
10622,New York State Education Department,NY
10624,Conshohocken Borough,PA
10625,Sudbury Town,VT
10626,Waltham Town,VT
10627,Schuyler Town,NY
10628,Windsor Borough - York County,PA
10631,New Hanover Township,NJ
10632,Quakertown Borough,PA
10633,Worcester Town,VT
10634,Andover Town,NH
10635,Chevy Chase Section Five village,MD
10636,Woodside Town,DE
10637,South Hadley Town,MA
10641,Trainer Borough,PA
10642,Peralta Town,NM
10643,Fayston Town,VT
10644,Elverson Borough,PA
10646,Mechanicsburg Borough,PA
10647,Milton Town,NH
10648,Stokes Township,CA
10649,Westmoreland Town,NH
10650,Westland City,CA
10651,Roaring Spring Borough,CA
10652,Levy County,FL
10653,Middlefield Town,NY
10654,Berlin Town,VT
10656,District Heights,MD
10657,Exeter Township,PA
10658,Monroe Town -- Fairfield County,NY
10659,East Pennsboro Township,PA
10660,Elsinboro Township,NJ
10661,Drumore,PA
10662,Hazel Farm,MD
10664,Warren Town,VT
10665,Isle La Motte Town,VT
10667,Allenhurst Borough,NJ
10668,Henniker Town,NH
10669,Trumbauersville Borough,PA
10670,Lincoln Town,VT
10671,Weybridge Town,VT
10672,Barnstead Town,NH
10674,Putnam Township,CA
10675,Oriskany village,NY
10676,Miami Dade County,FL
10677,Fawn Township,PA
10678,Camden Township,MN
10679,Wernersville Borough,PA
10680,West Lafayette City,CA
10681,Langhorne Borough,PA
10682,Upper Frederick Township,PA
10683,Barneveld village,NY
10684,Lehigh Township - Northampton County,PA
10685,Hartwick Town,NY
10686,Pechanga Indian Reservation,CA
10687,Bart Township,PA
10688,Sellersville Borough,PA
10690,West Conshohocken Borough,PA
10691,Dorchester County,DE
10692,Netcong Borough,NJ
10695,Nashville Davidson metropolitan government (balance),MA
10698,Coplay Borough,PA
10703,Mendon Town,VT
10704,Gallia County,OH
10705,Town of Tonawanda,NY
10706,Caernarvon Township -- Lancaster County,PA
10707,Berlin City,NH
10708,Branchville Borough,NJ
10709,Westover Hills Town,TX
10710,Davenport Town,NY
10711,Richardson City,CO
10712,Calais Town,VT
10714,Honey Brook Borough,PA
10715,Funkstown Town,MD
10718,Thornbury Township,PA
10719,Northfield village,VT
10720,Salisbury Town,VT
10724,Shoreham village,NY
10725,Town of Tioga,NY
10726,Dorset Town,VT
10727,Plattsburgh Town,NY
10728,Ellendale Town,DE
10729,Helmetta Borough,NJ
10730,Buckeye Rural Electric Cooperative,CA
10731,North Wales Borough,PA
10732,New York Mills village,NY
10733,Penndel Borough,PA
10734,Milford village,NY
10735,Deerfield Town,NY
10736,Jamestown Town,RI
10737,Frederick Town,MD
10738,Shasta Lake City,CA
10739,West Nantmeal Township,PA
10742,Milford Town -- Otsego County -- DELETED,NY
10743,Sansom Park City,TX
10744,Decatur Town,NY
10745,Perkasie Borough,PA
10746,Burlington Warehouse,VT
10747,Denver City,CA
10748,Cleburne City,TX
10749,North Middleton Township - Cumberland County,PA
10757,Cockrell Hill City - do not delete,TX
10781,Cockrell Hill City,
10782,New Castle Township,PA
10794,Earl Township,PA
10795,Rochester Public Utilities,MN
10796,Commonwealth Edison Co (ComEd),IL
10797,Indianapolis Power and Light,IN
10798,City of Mishawaka,
10799,Northern Indiana Public Service Company,IN
10800,Canton,NY
10801,St. Michaels,MD
10802,Derry Township,PA
10803,Ohio Department of Commerce,OH
10804,Basílica DL10,  
10805,Cuautitlán DL20,  
10806,Atizapán DL30,  
10807,Azteca DL40,  
10808,Tlalnepantla DL50,  
10809,Ecatepec DL60,  
10810,Naucalpan DL70,  
10811,Zócalo DM21,  
10812,Benito Juárez DM22,  
10813,Polanco DM23,  
10814,Tacuba DM24,  
10815,Aeropuerto DM25,  
10816,Neza DM26,  
10817,Chapingo DM27,  
10818,Universidad DN10,  
10819,Lomas DN20,  
10820,Ermita DN30,  
10821,Tenango DN40,  
10822,Toluca DN50,  
10823,Volcanes DN60,  
10824,Coapa DN70,  
10825,Wormleysburg Borough,PA
10826,Rincon Indian Reservation,CA
10827,Branch Township,PA
10828,Juniata Township - Huntingdon County,PA
10830,Watts Township,PA
10831,STOTESBURY COMMUNITY ASSOCIATION-----PENNSYLVANIA,
10832,Newport County,RI
10833,Marshall Town,NY
10834,Aliquippa,PA
10835,Ambridge,PA
10836,Clairton,PA
10837,Dravosburg Borough - Allegheny  County,PA
10838,Glassport,PA
10839,Crescent Township - Allegheny County,PA
10840,Leetsdale,PA
10841,South Heights,PA
10842,Trafford,PA
10843,Bethel Park,PA
10844,Braddock,PA
10845,Carnegie Borough - Allegheny County,PA
10846,Coraopolis,PA
10847,Duquesne - Allegheny County,PA
10848,East Pittsburgh,PA
10849,Homestead,PA
10851,Mckeesport,PA
10852,Mc Kees Rocks,PA
10853,North Versailles,PA
10854,Oakmont Borough - Allegheny County,PA
10855,Sewickley,PA
10856,Turtle Creek,PA
10857,Verona,PA
10858,Wilmerding,PA
10859,Ardara,PA
10860,Venetia,PA
10861,Pittsburgh,PA
10862,Carroll Township - Perry County,PA
10863,Lower Paxton Township,PA
10864,Swatara Township - Dauphin County,PA
10865,Hummelstown Borough,PA
10866,Steelton Borough,PA
10867,Huron,CA
10868,Mexico,
10870,Camp Hill Borough,PA
10871,Pine Grove Borough -- Schuylkill County,PA
10872,Proctor Town,VT
10873,Saville Township,PA
10874,Lemoyne Borough,PA
10875,Allegheny County,
10876,Moon Township,PA
10877,Barry Township,PA
10878,East Norwegian Township,PA
10879,Deer Lake Borough,PA
10880,New Haven,VT
10881,South Coatesville Borough,PA
10882,Carlisle Borough,PA
10883,Monahans,TX
10884,The Cleveland Electric Illuminating Company,OH
10885,Foster,RI
10886,West Greenwich,RI
10887,Scituate,RI
10888,Lincoln,RI
10889,Tiverton,RI
10890,Alburtis Borough,PA
10891,Ohio,
10892,South Newton Township,PA
10893,Livingston County,NY
10894,Marysville Borough,PA
10895,Penn Township - Cumberland County,PA
10896,South Middleton Township,PA
10897,Susquehanna Township - Dauphin County,PA
10898,Pittsburgh Warehouse,
10899,Putney Town,VT
10900,Williamstown Borough,PA
10901,Hampton Town,NY
10902,Laurens Town,NY
10903,Hegins Township,PA
10904,South Manheim Township,PA
10905,Adamstown,PA
10906,Halifax Township,PA
10907,Reed Township,PA
10908,Miller Township,PA
10909,Wayne Twp - Schuylkill County,PA
10910,"Venus, TX",TX
10911,Carroll Township - York County,PA
10912,Mohnton Borough,PA
10913,Muhlenberg Township,PA
10914,Liberty Borough,
10915,Allegheny County,PA
10916,Beaver County,PA
10917,Berks County,PA
10918,Dauphin County,PA
10919,Lebanon County,PA
10920,Monroe County,PA
10921,Schuylkill County,PA
10922,York County,PA
10923,Alief,TX
10924,Alleyton,TX
10925,Altair,TX
10926,Alvin,TX
10927,Anahuac,TX
10928,Angleton,TX
10929,Bacliff,TX
10930,Barker,TX
10931,Bay City,TX
10932,Baytown,TX
10933,Beasley,TX
10934,Bellaire,TX
10935,Bellville,TX
10936,Bleiblerville,TX
10937,Blessing,TX
10938,Brazoria,TX
10939,Cat Spring,TX
10940,Cedar Lane,TX
10941,Channelview,TX
10942,Cleveland,TX
10943,Clute,TX
10944,Collegeport,TX
10945,Columbus,TX
10946,Crosby,TX
10947,Cypress,TX
10948,Daisetta,TX
10949,Damon,TX
10950,Danbury,TX
10951,Danciger,TX
10952,Dayton,TX
10953,Deer Park,TX
10954,Devers,TX
10955,Dickinson,TX
10956,Eagle Lake,TX
10957,Elmaton,TX
10958,Freeport,TX
10959,Fresno,TX
10960,Friendswood,TX
10961,Fulshear,TX
10962,Galena Park,TX
10963,Galveston,TX
10964,Garwood,TX
10965,Gilchrist,TX
10966,Glidden,TX
10967,Guy,TX
10968,Hankamer,TX
10969,Hardin,TX
10970,High Island,TX
10971,Highlands,TX
10972,Hitchcock,TX
10973,Hockley,TX
10975,Huffman,TX
10976,Hufsmith,TX
10977,Hull,TX
10978,Humble,TX
10979,Industry,TX
10980,Katy,TX
10981,Kemah,TX
10982,Kendleton,TX
10983,Kenney,TX
10984,Kingwood,TX
10985,La Marque,TX
10986,La Porte,TX
10987,Lake Jackson,TX
10988,League City,TX
10989,Liberty,TX
10990,Liverpool,TX
10991,Manvel,TX
10992,Markham,TX
10993,Matagorda,TX
10994,Midfield,TX
10995,Missouri City,TX
10996,Mont Belvieu,TX
10997,Nada,TX
10998,Needville,TX
10999,New Ulm,TX
11000,North Houston,TX
11001,Oakland,TX
11002,Old Ocean,TX
11003,Orchard,TX
11004,Palacios,TX
11005,Pasadena,TX
11006,Pearland,TX
11007,Pledger,TX
11008,Port Bolivar,TX
11009,Raywood,TX
11010,Richmond,TX
11011,Rock Island,TX
11012,Romayor,TX
11013,Rosenberg,TX
11014,Rosharon,TX
11015,Rye,TX
11016,San Felipe,TX
11017,Santa Fe,TX
11018,Seabrook,TX
11019,Sealy,TX
11020,Sheridan,TX
11021,Simonton,TX
11022,South Houston,TX
11023,Spring,TX
11024,Stafford,TX
11025,Stowell,TX
11026,Sweeny,TX
11027,Texas City,TX
11028,Thompsons,TX
11029,Tomball,TX
11030,Van Vleck,TX
11031,Wadsworth,TX
11032,Waller,TX
11033,Wallis,TX
11034,Wallisville,TX
11035,Webster,TX
11036,Weimer,TX
11037,West Columbia,TX
11038,Winnie,TX
11039,Austin County,TX
11040,Brazoria County,TX
11041,Chambers County,TX
11042,Colorado County,TX
11043,Galveston County,TX
11044,Liberty County,TX
11045,Matagorda County,TX
11046,Nassau County,NY
11047,Apopka,FL
11048,Bay Lake,FL
11049,Belle Isle,FL
11050,Eatonville,FL
11051,Edgewood,FL
11052,Lake Buena Vista,FL
11053,Maitland,FL
11054,Oakland,FL
11055,Ocoee,FL
11056,Orlando,FL
11057,Windermere,FL
11058,Winter Garden,FL
11059,Winter Park,FL
11061,Alta,UT
11063,Bountiful,UT
11064,Centerville,UT
11065,Clearfield,UT
11066,Clinton,UT
11067,Coalville,UT
11068,Cottonwood Heights,UT
11069,Draper,UT
11070,Farmington,UT
11071,Farr West,UT
11072,Francis,UT
11073,Fruit Heights,UT
11074,Harrisville,UT
11075,Henefer,UT
11077,Holladay,UT
11078,Hooper,UT
11079,Huntsville,UT
11080,Kamas,UT
11081,Kaysville,UT
11082,Layton,UT
11083,Marriott-Slaterville,UT
11084,Midvale,UT
11085,Murray,UT
11086,North Ogden,UT
11087,North Salt Lake,UT
11088,Oakley,UT
11090,Park City,UT
11091,Plain City,UT
11092,Pleasant View,UT
11093,Riverdale,UT
11095,Roy,UT
11096,Salt Lake City,UT
11097,Sandy,UT
11098,South Jordan,UT
11099,South Ogden,UT
11100,South Salt Lake,UT
11101,South Weber,UT
11102,Sunset,UT
11103,Syracuse,UT
11105,Uintah,UT
11106,Washington Terrace,UT
11107,West Bountiful,UT
11108,West Haven,UT
11110,West Point,UT
11111,West Valley City,UT
11112,Woods Cross,UT
11114,Summit County,UT
11115,Weber County,UT
11116,Davis County,UT
11117,Madeira Beach,FL
11118,Wilkins Township,PA
11119,Penbrook Borough,PA
11120,South Londonderry Township,PA
11121,"Terrell, TX",TX
11122,Conewago Township - York County,PA
11123,Juniata Township - Perry County,PA
11124,Monaghan Township,PA
11125,Palmyra Borough,PA
11126,West Manchester Township,PA
11127,Harrisburg City,PA
11128,Windsor Township - York County,PA
11129,Tower City Borough,PA
11130,Salinas Warehouse,
11131,Laureldale Borough,PA
11132,Birdsboro Borough,PA
11133,Springettsbury Township,PA
11134,Colebrookdale Township,PA
11135,Chadds Ford Township,PA
11136,North Lebanon Township - Lebanon County,PA
11137,Richardson Warehouse,
11139,Springfield Township - York County,PA
11140,Newport City,RI
11141,New Hanover Township - Montgomery County,PA
11142,Pennsburg Borough - Montgomery County,PA
11143,Stroud Township,PA
11144,Brentwood Borough,PA
11145,Swissvale Borough,PA
11146,Ross Township - Allegheny County,PA
11147,North Manheim Township,PA
11148,Shrewsbury Borough - York County,PA
11149,West Manheim Township,PA
11150,Monroe Township - Cumberland County,PA
11151,Ben Avon Borough,PA
11152,Porter Township - Pike County,PA
11153,Penn Hills Township,PA
11154,Monroeville,PA
11155,Bath Borough,PA
11156,Bushkill Township,PA
11157,Whitehall Town,NY
11158,North Londonderry Township - Lebanon County,PA
11159,North Annville Township - Lebanon County,PA
11160,Pine Grove Township - Schuylkill County,PA
11161,Charleston Warehouse,
11162,Clermont Warehouse,
11163,Salt Lake City Warehouse,
11164,Sugarland Warehouse,
11165,CSU Monterey Bay,CA
11166,Moretown Town,VT
11167,Stamford Town,NY
11168,Stamford Town -- Bennington County,NY
11169,DoÃ±a Ana County,NM
11170,North Kingstown Town,RI
11171,Middletown Town,RI
11172,Monticello Township,MN
11173,Greenfield City,MN
11174,Cottage Grove City,MN
11175,Clear Lake Township,MN
11176,Big Lake Township,MN
11177,Afton City,MN
11178,Scandia City,MN
11179,Bolton Town,VT
11180,Lockport Town,NY
11183,Gilmanton Town,NH
11184,Pownal Town,NY
11185,Farmington City,NM
11186,Plum Borough,PA
11188,West Homestead Borough,PA
11191,Demarest Borough -- Bergen County,NJ
11198,Castle Shannon Borough,PA
11201,Whitaker Borough,PA
11202,Williamstown Town,VT
11203,Kennedy Township,PA
11204,Greenwich Township - Berks County,PA
11205,Jacobus Borough,PA
11207,Green Tree Borough,PA
11208,Penn Hills Township -- Allegheny County,PA
11211,Fox Chapel Borough,PA
11212,Codorus Township,PA
11214,Munhall Borough,PA
11219,Wilkinsburg Borough,PA
11221,Chittenden Town,VT
11222,Meredith Town,NY
11224,West Manheim Township -- York County,PA
11228,Jamestown Town,RI
11231,York Township York County,PA
11236,Munhall Borough,PA
11240,Bern Township,PA
11241,Dormont Borough,PA
11243,Mount Penn Borough,PA
11248,Pine Grove Township -- Schuylkill County,PA
11250,Ontelaunee Township,PA
11251,White Oak Borough,PA
11252,Collier Township,
11253,Ridley Township -- Delaware County,PA
11254,Whitpain Township -- Montgomery County,PA
11255,Springfield Township -- Montgomery County,PA
11256,Cornwall Borough,PA
11258,Wyomissing Borough -- Berks County,PA
11260,East Caln Township -- Chester County,
11267,Littlestown Borough - Adams County,PA
11270,Middletown Township -- Bucks County,PA
11271,Teaneck Township -- Bergen County,
11292,Glen Town -- Montgomery County,NY
11299,North Cornwall Township - Lebanon County,PA
11308,Carlisle Borough -- Cumberland County,PA
11312,West Goshen Township -- Chester County,PA
11313,New Freedom Borough,PA
11315,Whitehall Borough,PA
11316,South Orange Village Township -- Essex County,
11331,Hudson City -- Columbia County,NY
11333,Whitehall Borough,PA
11338,Ocean Township -- Monmouth County,NJ
11342,West Hanover Township,PA
11348,East Brandywine Township -- Chester County,PA
11355,Easttown Township -- Chester County,PA
11363,Bloomfield Township -- Essex County,
11364,Hunter Town -- Greene County -- DELETED,NY
11370,New London Township -- Chester County,PA
11372,Collingswood Borough -- Camden County,NJ
11375,Clairton City,PA
11379,Cliffside Park Borough -- Bergen County,NJ
11380,Peach Bottom Township -- York County,PA
11383,Riverside Township -- Burlington County,NJ
11387,Cheltenham Township -- Montgomery County,PA
11392,Hillsdale Borough -- Bergen County,
11399,Lower Chichester Township,PA
11404,East Greenwich Township -- Gloucester County,NJ
11412,Canajoharie village -- Montgomery County,NY
11414,York City - York County,PA
11419,Upper Providence Township -- Delaware County,PA
11420,Caldwell Borough -- Essex County,
11421,South Middleton Township -- Cumberland County,PA
11438,Macungie Borough -- Lehigh County,PA
11439,Warwick village -- Orange County,NY
11440,Hillside Township -- Union County,
11441,Abington Township -- Montgomery County,PA
11442,Hopatcong Borough -- Sussex County,
11446,Bristol Township -- Bucks County,PA
11447,East Nottingham Township -- Chester County,PA
11450,East Petersburg Borough -- Lancaster County,PA
11452,Spring Township -- Perry County,PA
11454,Upper Chichester Township -- Delaware County,PA
11457,Kenhorst Borough,PA
11462,Denville Township -- Morris County,
11464,Willingboro Township -- Burlington County,NJ
11474,Mount Joy Borough -- Lancaster County,PA
11475,East Fallowfield Township -- Chester County,
11478,Towamencin Township -- Montgomery County,PA
11481,Forest Hills Borough,PA
11484,West Lampeter Township -- Lancaster County,PA
11486,Carroll Township -- Perry County,PA
11488,Collegeville Borough -- Montgomery County,PA
11491,Whitemarsh Township -- Montgomery County,PA
11495,Berkeley Heights Township -- Union County,
11497,Union Township - Berks County,PA
11500,Dauphin Borough,PA
11504,Watchung Borough -- Somerset County,NJ
11506,Somers Town -- Westchester County,NY
11509,Esopus Town -- Ulster County,NY
11510,East Manchester Township- DUPLICATE,PA
11512,Hilltown Township -- Bucks County,PA
11515,Buena Borough -- Atlantic County,NJ
11519,Irvington Township -- Essex County,
11524,Roselle Borough -- Union County,
11526,Cumru Township -- Berks County,PA
11528,Quogue village,NY
11529,Mullica Township -- Atlantic County,NJ
11531,Marple Township -- Delaware County,PA
11535,Bethlehem Township -- Hunterdon County,NJ
11536,Southwest Madison Township,PA
11545,Tatamy Borough,PA
11546,Howe Township - Perry County,PA
11555,Reading City -- Berks County,PA
11559,Parkesburg Borough -- Chester County,
11561,Conoy Township - Lancaster County,PA
11563,McKeesport City,PA
11565,East Hampton Town,NY
11577,Crafton Borough,PA
11580,Beach Haven Borough -- Ocean County,NJ
11582,Annville Township -- Lebanon County,PA
11583,Conewago Township - Adams County,PA
11584,Bally Borough - Berks County,PA
11585,Millcreek Township - Lebanon County,PA
11586,Dillsburg Borough - York County,PA
11587,New York State Department of State,
11588,Colleton County,SC
11589,Dorchester County,SC
11590,Berkeley County,SC
11591,Georgetown County,SC
11592,Calhoun County,SC
11593,Lexington County,SC
11594,Newberry County,SC
11595,Fairfield County,SC
11596,Richland County,SC
11597,Kershaw County,SC
11598,Sumter County,SC
11599,Hewig Village,TX
11600,Piney Point Village,TX
11601,Jersey Village,TX
11602,Aldine,TX
11603,Dyersdale,TX
11604,Murray City,UT
11605,Reading Township - Adams County,PA
11606,Millcreek,UT
11607,Woodridge Terrace,UT
11608,Kearns,UT
11609,Oquirrh,UT
11610,South Carolina Electric and Gas,SC
11611,Town of Penfield,NY
11612,Porter Township - Schuylkill County,PA
11613,South Annville Township - Lebanon County,PA
11614,Stroudsburg Borough,PA
11615,Baldwin Borough - Allegheny County,PA
11616,Homestead Borough,PA
11617,Bethel Park municipality,PA
11618,Ambridge Borough,PA
11619,Aleppo Township,PA
11620,Port Vue Borough,PA
11621,Harmony Township,PA
11622,Lykens Borough,PA
11623,Foster Township,PA
11624,East Hanover Township -Dauphin County,PA
11625,Hopewell Township - Beaver County,PA
11626,Collier Township,PA
11627,West York Borough,PA
11628,East Berlin Borough,PA
11629,Dover Township - York County,PA
11630,Proctor Town,VT
11631,Highland charter Township,MI
11633,Richmond Town,NH
11634,West Bountiful City,UT
11635,Torrance County,NM
11636,East Montpelier Town,VT
11637,Brookline Town,VT
11638,Pasco County,FL
11639,Centerville City,UT
11640,Pauma Indian Reservation,CA
11641,AHJ State Test,NH
11642,Duke Energy (NC),NC
11643,Duke Energy (SC),NC
11644,Duke Energy (OH),OH
11646,Penn Township – York County,PA
11647,West Pennsboro Township,PA
11648,Orlando City,FL
11649,Cornwall Borough,PA
11650,West Mifflin Borough - Allegheny County,PA
11651,Avalon Borough - Allegheny County,PA
11652,Shaler Township - Allegheny County,PA
11653,Lewisberry Borough,PA
11654,Alabama,AL
11655,Alaska,AK
11656,Arkansas,AR
11657,Georgia,GA
11658,Idaho,ID
11659,Illinois,IL
11660,Indiana,IN
11661,Iowa,IA
11662,Kansas,KS
11663,Kentucky,KY
11664,Michigan,MI
11665,Minnesota,MN
11666,Mississippi,MS
11667,Missouri,MO
11668,Montana,MT
11669,Nebraska,NE
11670,North Dakota,ND
11671,Oklahoma,OK
11672,South Dakota,SD
11673,West Virginia,WV
11674,Wisconsin,WI
11675,Wyoming,WY
11676,New Haven Town,VT
11677,Duquesne City,PA
11678,Chula Vista Warehouse,
11679,Rosebud County,WV
11680,York Springs Borough,PA
11681,Upper Mount Bethel Township,PA
11682,Upper Nazareth Township,PA
11683,Dauphin Borough,PA
11684,Marcus Hook Borough,PA
11685,Leet Township,PA
11686,Kennedy Township,PA
11687,Ohioville Borough,PA
11688,Springettsbury Township -- DELETE,PA
11689,Herriman City,UT
11690,Triangle Township,NC
11691,South Jordan City,UT
11692,Etna Borough -  Allegheny County,PA
11693,Smithfield Township – Monroe County,PA
11695,Lower Alsace Township,PA
11696,Hereford Township,PA
11697,Middle Smithfield Township – Monroe County,PA
11698,Jackson Township – Monroe County,PA
11699,East Manchester Township,PA
11700,North Codorus Township,PA
11701,Wilkinsburg Borough,PA
11702,Whitehall Town,NY
11703,Reserve Township -  Allegheny County,PA
11704,Newville Borough,PA
11705,Cleona Borough,PA
11706,Bellevue Borough,PA
11707,Scott Township,PA
11708,Upper Paxton Township,PA
11709,Stowe Township,PA
11710,Millvale,PA
11711,Monroeville municipality,PA
11712,Mohnton Borough - Berks County,PA
11713,Middletown Borough,PA
11714,McCandless Township - Allegheny County,PA
11715,Brighton Township,PA
11716,Wilson Borough,PA
11717,Moore Township,PA
11718,Wheatfield Township - Perry County,PA
11720,White Oak Borough,PA
11721,Dakota County,NE
11722,Wayne Township - Dauphin County,PA
11723,Camillus Town,NY
11724,Union Town,NY
11725,Irondequoit Town,NY
11726,De Witt Town,NY
11727,Manchester Township - York County,PA
11728,Victor Town,NY
11729,Braddock Borough,PA
11730,Hamilton Township,PA
11731,Versailles Borough,PA
11732,Bosque Farms village,NM
11733,Douglass Township - Montgomery County,PA
11734,Germany Township,PA
11735,Oxford Township -- Adams County,PA
11736,Cumberland Township,PA
11737,Pleasant Hills Borough,PA
11738,Tyrone Township,PA
11739,West Homestead Borough,PA
11740,Spring Garden Township - York County,PA
11741,Orwigsburg Borough,PA
11745,Industry Borough,PA
11746,Lower Swatara Township,PA
11747,Plainfield Township,PA
11749,Hanover Borough,PA
11750,O'Hara Township,PA
11751,Riverton City,UT
11752,Kilbuck Township - Allegheny County,PA
11753,Maxatawny Township- Berks County,PA
11754,Greentree Borough - Allegheny County,PA
11755,Highspire Borough,PA
11756,McLendon-Chisholm,TX
11757,Sharpsburg Borough,PA
11758,Polk Township - Monroe County,PA
11759,Shrewsbury Township - York County,PA
11760,Bell Acres Borough,PA
11761,Oswegatchie Town,NY
11762,West View Borough,PA
11763,Western Town,NY
11764,Conewago Township -- Dauphin County,PA
11765,Indianapolis City (balance),FL
11766,Forest Hills Borough,PA
11767,Cross Roads Borough,PA
11768,Marysville Borough,PA
11769,Elizabethtown Borough,PA
11770,Heidelberg Township -- York County,PA
11771,North Hopewell Township,PA
11772,Eagle Mountain City,UT
11773,Baldwin Township,PA
11774,North Salt Lake City,UT
11775,Weisenberg Township,PA
11776,Butler Township,PA
11777,Hopewell Township -- Beaver County,PA
11778,Ohio Township,PA
11779,Baden Borough,PA
11780,Dallastown Borough,PA
11782,Citrus County,FL
11783,Chestnuthill Twp - Monroe County,PA
11784,Dennison Township,PA
11785,Penn Township -- Cumberland County,PA
11787,Edgeworth Borough,PA
11788,Wilkins Township,PA
11789,Millersburg Borough,PA
11790,Cottonwood Heights City,UT
11792,Volusia County,FL
11793,West Reading Borough – Berks County,PA
11794,West Cornwall Township,PA
11795,Elizabeth Township,PA
